🌈4K8K,#genre#
越策越开心2015,https://live.metshop.top/yy/1382735559
越策越开心12-22,https://live.metshop.top/yy/1382735558
吐槽大会 第1季,https://live.metshop.top/yy/1354936210
三个女人一个因,https://live.metshop.top/yy/1382749953
越策越开心23-33,https://live.metshop.top/yy/1354930967
玲宝陪你看,https://live.metshop.top/yy/1353215589
淼淼港片,https://live.metshop.top/yy/1455898488
国外动作片,https://live.metshop.top/yy/1382749913
超燃动作片,https://live.metshop.top/yy/1354936199
国外侦探电影,https://live.metshop.top/yy/1382745099
【陪你看】新水浒传,https://live.metshop.top/yy/38090300
修牛蹄,https://live.metshop.top/yy/1353413683
【红球】不扯蛋,https://live.metshop.top/yy/1355084841
新手主播天花板,https://live.metshop.top/yy/1355827783
芝正在直播,https://live.metshop.top/yy/1352488363
星爷合集,https://live.metshop.top/yy/1382833670
10年没洗的地毯,https://live.metshop.top/yy/1354931585
相声相声搜38528频道,https://live.metshop.top/yy/34025318


🎗电影轮播,#genre#
电影_星爷,https://live.metshop.top/huya/11342412
电影_英叔,https://live.metshop.top/huya/11342421
电影_发哥,https://live.metshop.top/huya/11342387
电影_王晶,https://live.metshop.top/huya/11602058
电影_沈腾,https://live.metshop.top/huya/11601968
电影_黄渤,https://live.metshop.top/huya/11352876
电影_强森,https://live.metshop.top/huya/21059581
电影_漫威,https://live.metshop.top/huya/11602034
电影_宇宙,https://live.metshop.top/huya/11342428
电影_怪兽,https://live.metshop.top/huya/21059577
电影_武侠,https://live.metshop.top/huya/11342427
电影_警匪,https://live.metshop.top/huya/11352886
电影_罪犯,https://live.metshop.top/huya/11352962
电影_枪战,https://live.metshop.top/huya/21059579
电影_海盗,https://live.metshop.top/huya/21059595
电影_赛车,https://live.metshop.top/huya/11279247
电影_推荐,https://live.metshop.top/huya/11602041
电影_救援,https://live.metshop.top/huya/21059594
电影_热血,https://live.metshop.top/huya/11352934
电影_盗墓,https://live.metshop.top/huya/21059552
电影_贺岁,https://live.metshop.top/huya/11601971
电影_玄幻,https://live.metshop.top/huya/11342414
电影_谍战,https://live.metshop.top/huya/21059585
电影_战争,https://live.metshop.top/huya/21059592
电影_喜剧,https://live.metshop.top/huya/11352877
电影_港片,https://live.metshop.top/huya/11602043
电影_国产,https://live.metshop.top/huya/11352973
电影_周星星,https://live.metshop.top/huya/11336587
电影_李连杰,https://live.metshop.top/huya/11342390
电影_梁家辉,https://live.metshop.top/huya/11342429
电影_刘德华,https://live.metshop.top/huya/11342424
电影_斯坦森,https://live.metshop.top/huya/21059588
电影_小鬼头,https://live.metshop.top/huya/11352963
电影_八点档,https://live.metshop.top/huya/880261
电影_蜘蛛侠,https://live.metshop.top/huya/21059599
电影_贺岁片,https://live.metshop.top/huya/11601986
电影_功夫片,https://live.metshop.top/huya/11352941
电影_黑帮片,https://live.metshop.top/huya/11336719
电影_丧尸片,https://live.metshop.top/huya/21059578
电影_灾难片,https://live.metshop.top/huya/11602075
电影_谍战片,https://live.metshop.top/huya/21059587
电影_犯罪片,https://live.metshop.top/huya/11352974
电影_古装片,https://live.metshop.top/huya/11336590
电影_高分动作,https://live.metshop.top/huya/11352884
电影_动作电影,https://live.metshop.top/huya/11602077
电影_搞笑喜剧,https://live.metshop.top/huya/11342423
电影_欢笑影院,https://live.metshop.top/huya/11352894
电影_不挤影院,https://live.metshop.top/huya/11352897
电影_国产悬疑,https://live.metshop.top/huya/11342395
电影_快意江湖,https://live.metshop.top/huya/11342435
电影_古墓系列,https://live.metshop.top/huya/11352913
电影_嫣然影厅,https://live.metshop.top/huya/11601977
电影_女神系列,https://live.metshop.top/huya/11336571
电影_经典港片,https://live.metshop.top/huya/11352965
电影_镖行天下,https://live.metshop.top/huya/11352969
电影_高能反转,https://live.metshop.top/huya/11352887
电影_喜乐影院,https://live.metshop.top/huya/21059580
电影_搞笑恐怖,https://live.metshop.top/huya/11601960
电影_死神来了,https://live.metshop.top/huya/11352903
电影_变形金刚,https://live.metshop.top/huya/21059596
电影_怪兽系列,https://live.metshop.top/huya/21059554
搞笑_陈翔六点半,https://live.metshop.top/huya/11274154
解说_电影狂人,https://live.metshop.top/huya/18715610
解说_斌哥漫说,https://live.metshop.top/huya/18632116
解说_阿钙扒瞎,https://live.metshop.top/huya/15978172
解说_鱼丸电影,https://live.metshop.top/huya/16615910
解说_阿斗说电影,https://live.metshop.top/huya/13303478
解说_乌贼说电影,https://live.metshop.top/huya/16604522
解说_大象放映室,https://live.metshop.top/huya/21277391
解说_亮哥讲电影,https://live.metshop.top/huya/16144175
解说_越哥说电影,https://live.metshop.top/huya/15894162
解说_嫦娥撩电影,https://live.metshop.top/huya/18201106
解说_阿翔说电影,https://live.metshop.top/huya/16868935
解说_冷君说电影,https://live.metshop.top/huya/16739452
解说_老炮说电影,https://live.metshop.top/huya/15454716
解说_刘老师说电影,https://live.metshop.top/huya/20289754
解说_恐怖电影解说,https://live.metshop.top/huya/16741179
剧集_老三国,https://live.metshop.top/huya/11602081
剧集_新水浒,https://live.metshop.top/huya/11342384
剧集_纪晓岚,https://live.metshop.top/huya/11342396
剧集_庆余年,https://live.metshop.top/huya/11352960
剧集_雍正王朝,https://live.metshop.top/huya/11342439
剧集_士兵突击,https://live.metshop.top/huya/11342430
剧集_爱情公寓,https://live.metshop.top/huya/11336726
剧集_武林外传,https://live.metshop.top/huya/21059598
剧集_地下交通站,https://live.metshop.top/huya/11342433


🐆🐅虎牙,#genre#
周星驰,https://live.goodiptv.club/api/huya.php?id=11342412
阿斗归来了,https://live.goodiptv.club/api/huya.php?id=13303478
SMG最强大脑,https://live.goodiptv.club/api/huya.php?id=11352914
武林萌主唐小姐,https://live.goodiptv.club/api/huya.php?id=11336726
陈翔六点半,https://live.goodiptv.club/api/huya.php?id=11274154
鯎爺,https://live.goodiptv.club/api/huya.php?id=11352944
小木子先生丶,https://live.goodiptv.club/api/huya.php?id=11342396
SJ-饭宝,https://live.goodiptv.club/api/huya.php?id=28359460
赢城-江爽,https://live.goodiptv.club/api/huya.php?id=23796393
香港喜剧大全,https://live.goodiptv.club/api/huya.php?id=23865080
我是詹密,https://live.goodiptv.club/api/huya.php?id=11342439
虎牙【蛋蛋侠】,https://live.goodiptv.club/api/huya.php?id=396734
心动--铁柱妹妹,https://live.goodiptv.club/api/huya.php?id=28426547
瞬间爆炸,https://live.goodiptv.club/api/huya.php?id=11352960
领带哥,https://live.goodiptv.club/api/huya.php?id=11342430
扁豆看电影,https://live.goodiptv.club/api/huya.php?id=16028551
米粒电脑装机,https://live.goodiptv.club/api/huya.php?id=16929106
经典剧,https://live.goodiptv.club/api/huya.php?id=19060765
乔晚晚【蓝光】,https://live.goodiptv.club/api/huya.php?id=25258907
柯冉冉,https://live.goodiptv.club/api/huya.php?id=11352874
虎牙八点档,https://live.goodiptv.club/api/huya.php?id=880261
心疼得抱住胖胖的自己,https://live.goodiptv.club/api/huya.php?id=11342425
卿暮KIM,https://live.goodiptv.club/api/huya.php?id=22809600
痞子帅叔叔,https://live.goodiptv.club/api/huya.php?id=11342433
裸奔的蜗牛╮,https://live.goodiptv.club/api/huya.php?id=11342418
种瓜得弟弟,https://live.goodiptv.club/api/huya.php?id=11352872
鱼塘塘主张年年,https://live.goodiptv.club/api/huya.php?id=11342384
不发威当我Kitty,https://live.goodiptv.club/api/huya.php?id=11342403
虎牙影院,https://live.goodiptv.club/api/huya.php?id=11601968
四次元先生,https://live.goodiptv.club/api/huya.php?id=11602071
偷心大盗ヽ龍宝,https://live.goodiptv.club/api/huya.php?id=11342386
會唱歌的小野貓,https://live.goodiptv.club/api/huya.php?id=11352871
傻妞,https://live.goodiptv.club/api/huya.php?id=11342426
全优少年,https://live.goodiptv.club/api/huya.php?id=11602081
No1常在心,https://live.goodiptv.club/api/huya.php?id=11342402
我们都爱笑,https://live.goodiptv.club/api/huya.php?id=11352882
狗哥吃火锅,https://live.goodiptv.club/api/huya.php?id=17269326
悸动,https://live.goodiptv.club/api/huya.php?id=28272846
我是周粤驰,https://live.goodiptv.club/api/huya.php?id=23864973
千里,https://live.goodiptv.club/api/huya.php?id=20985776
茱麗葉,https://live.goodiptv.club/api/huya.php?id=11602072
凌莲,https://live.goodiptv.club/api/huya.php?id=11602086
昵称违规-QQFbPxwM1A,https://live.goodiptv.club/api/huya.php?id=11352958
电影最TOP,https://live.goodiptv.club/api/huya.php?id=11774959
普通司机小马,https://live.goodiptv.club/api/huya.php?id=23749096
Mai大叔,https://live.goodiptv.club/api/huya.php?id=15866869
TVB官方,https://live.goodiptv.club/api/huya.php?id=23735126
Wang-我的女人,https://live.goodiptv.club/api/huya.php?id=11352940
粉娘,https://live.goodiptv.club/api/huya.php?id=11601978
四大裁子之首,https://live.goodiptv.club/api/huya.php?id=11602058
呆萌小岳岳,https://live.goodiptv.club/api/huya.php?id=11342398
我要在你头上暴扣,https://live.goodiptv.club/api/huya.php?id=19524135
宋少宝,https://live.goodiptv.club/api/huya.php?id=16923449
我才是打工人,https://live.goodiptv.club/api/huya.php?id=23860039
战斗联盟,https://live.goodiptv.club/api/huya.php?id=11342413
核桃姐姐,https://live.goodiptv.club/api/huya.php?id=11342390
君子杉,https://live.goodiptv.club/api/huya.php?id=15321830
加班狗,https://live.goodiptv.club/api/huya.php?id=11352891
Mr-傀儡,https://live.goodiptv.club/api/huya.php?id=11352936
学妹爱学长,https://live.goodiptv.club/api/huya.php?id=11352886
Yummy,https://live.goodiptv.club/api/huya.php?id=11336587
超人的归来,https://live.goodiptv.club/api/huya.php?id=21059588
我是一颗小虎牙,https://live.goodiptv.club/api/huya.php?id=20985853
初心,https://live.goodiptv.club/api/huya.php?id=11352941
我是一颗小虎牙,https://live.goodiptv.club/api/huya.php?id=21059596
笙歌,https://live.goodiptv.club/api/huya.php?id=11352965
我叫山鸡哥,https://live.goodiptv.club/api/huya.php?id=23734246
性感大妈,https://live.goodiptv.club/api/huya.php?id=11602075
我是一颗小虎牙,https://live.goodiptv.club/api/huya.php?id=21059599
HUAWEI手机产品线,https://live.goodiptv.club/api/huya.php?id=26355812
陈冰kiki,https://live.goodiptv.club/api/huya.php?id=22144263
林正英,http://121.51.52.16/txdirect.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8??
甄子丹,http://121.51.52.16/txdirect.flv.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.m3u8??
张涵予,http://121.51.52.16/txdirect.flv.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.m3u8??
刘德华,http://121.51.52.16/txdirect.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8??
咏春系列,http://121.51.52.16/txdirect.flv.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.m3u8??
赛车系列,http://121.51.52.16/txdirect.flv.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.m3u8??
玄幻系列,http://121.51.52.16/txdirect.flv.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.m3u8??
金庸武侠系列,http://121.51.52.16/txdirect.flv.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.m3u8??
中华小当家http://121.51.52.16/txdirect.flv.huya.com/src/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.m3u8??
林正英,http://121.51.52.16/txdirect.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8??
经典影院,http://121.51.52.16/txdirect.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8??
刘德华,http://121.51.52.16/txdirect.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8??
相声动画http://121.51.52.16/txdirect.flv.huya.com/src/1449698104-1449698104-6226405945753206784-2847699140-10057-A-0-1.m3u8??
GDG相声http://121.51.52.16/txdirect.flv.huya.com/src//64310431-64310431-276211197936664576-128744318-10057-A-0-1.m3u8??
炊事班的故事,http://121.51.52.16/txdirect.flv.huya.com/src/1524418108-1524418108-6547325919290195968-3048959672-10057-A-0-1.m3u8??
神探狄仁杰3http://121.51.52.16/txdirect.flv.huya.com/src/1394575548-1394575548-5989656370461278208-2789274552-10057-A-0-1-imgplus.m3u8??
家有儿女http://121.51.52.16/txdirect.flv.huya.com/src/1250011-1250011-5368756364640256-2847687508-10057-A-0-1.m3u8??
好先生,http://121.51.52.16/txdirect.flv.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.m3u8??
孙红雷http://121.51.52.16/txdirect.flv.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.m3u8??
医馆笑传,http://121.51.52.16/txdirect.flv.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.m3u8??
牛郎织女,http://121.51.52.16/txdirect.flv.huya.com/src/1420736865-1420736865-6102018371396567040-2847687618-10057-A-0-1.m3u8??
芈月传http://121.51.52.16/txdirect.flv.huya.com/src/1423787884-1423787884-6115122398221041664-2847699224-10057-A-0-1.m3u8??
四大才子,http://121.51.52.16/txdirect.flv.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.m3u8??
茶啊二中,http://121.51.52.16/txdirect.flv.huya.com/src/28596569-28596569-122821328632807424-2633424538-10057-A-0-1.m3u8??
街访Show,http://121.51.52.16/txdirect.flv.huya.com/src/60637426-60637426-260435761583620096-2125253048-10057-A-0-1.m3u8??
金庸,http://121.51.52.16/txdirect.flv.huya.com/src/1394575551-1394575551-5989656383346180096-2789274558-10057-A-0-1.m3u8?wsiphost=ipdbme
刘德华,http://121.51.52.16/txdirect.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8?wsiphost=ipdbme
甄子丹,http://121.51.52.16/txdirect.flv.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.m3u8?wsiphost=ipdbme
黄渤合集·影帝秀-yoo,http://121.51.52.16/txdirect.flv.huya.com/src/1448737849-1448737849-6222281681932386304-2847687520-10057-A-0-1.m3u8?wsiphost=ipdbme
漫威宇宙电影,http://121.51.52.16/txdirect.flv.huya.com/src/1448738325-1448738325-6222283726336819200-3048991600-10057-A-0-1.m3u8?wsiphost=ipdbme
经典港整风整蛊电影,http://epg.112114.xyz/huya/11602058
死神来了系列,http://121.51.52.16/txdirect.flv.huya.com/src/1423782074-1423782074-6115097444461051904-2847687604-10057-A-0-1.m3u8?wsiphost=ipdbme
三国演义,http://121.51.52.16/txdirect.flv.huya.com/src/1524439845-1524439845-6547419278994309120-3049003146-10057-A-0-1.m3u8?wsiphost=ipdbme
征服,http://121.51.52.16/txdirect.flv.huya.com/src/1449539468-1449539468-6225724609321238528-3048959632-10057-A-0-1.m3u8?wsiphost=ipdbme
陈小春版韦小宝,http://121.51.52.16/txdirect.flv.huya.com/src/1448738224-1448738224-6222283292545122304-2789253866-10057-A-0-1.m3u8?wsiphost=ipdbme
经典赛车系列,http://121.51.52.16/txdirect.flv.huya.com/src/1354978385-1354978385-5819587850361896960-2710080226-10057-A-0-1.m3u8?wsiphost=ipdbme
炊事班的故事,http://121.51.52.16/txdirect.flv.huya.com/src/1524418108-1524418108-6547325919290195968-3048959672-10057-A-0-1.m3u8?wsiphost=ipdbme
好先生,http://121.51.52.16/txdirect.flv.huya.com/src/1449584504-1449584504-6225918037468381184-3049003172-10057-A-0-1.m3u8?wsiphost=ipdbme
葛二蛋成长之路,http://121.51.52.16/txdirect.flv.huya.com/src/1524439832-1524439832-6547419223159734272-3049003120-10057-A-0-1.m3u8?wsiphost=ipdbme
恐怖电影2,http://epg.112114.xyz/douyu/310926
丧尸鬼片恐怖惊悚,http://epg.112114.xyz/douyu/96577
许冠英,http://epg.112114.xyz/huya/11601972
功夫片,http://epg.112114.xyz/huya/11352941
经典片,http://epg.112114.xyz/huya/11279251
林正英搞笑僵尸系,http://121.51.52.16/txdirect.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.m3u8?wsiphost=ipdbme
喜剧电影,http://121.51.52.16/txdirect.flv.huya.com/src/1423787843-1423787843-6115122222127382528-2847699142-10057-A-0-1.m3u8?wsiphost=ipdbme
大秦帝国系列,http://121.51.52.16/txdirect.flv.huya.com/src/1524439835-1524439835-6547419236044636160-3049003126-10057-A-0-1.m3u8?wsiphost=ipdbme
倚天屠龙记(苏友朋版),http://121.51.52.16/txdirect.flv.huya.com/src/1394565214-1394565214-5989611986269241344-2789253884-10057-A-0-1.m3u8?wsiphost=ipdbme
宝莲灯,http://121.51.52.16/txdirect.flv.huya.com/src/1340763124-1340763124-5758533769262792704-2777026902-10057-A-0-1.m3u8?wsiphost=ipdbme
咏春系列,http://121.51.52.16/txdirect.flv.huya.com/src/1448737814-1448737814-6222281531608530944-2777037662-10057-A-0-1.m3u8?wsiphost=ipdbme
玄幻系列,http://121.51.52.16/txdirect.flv.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.m3u8?wsiphost=ipdbme
医馆笑传*陈赫,http://121.51.52.16/txdirect.flv.huya.com/src/1449698185-1449698185-6226406293645557760-2847687566-10057-A-0-1.m3u8?wsiphost=ipdbme
老司机 成龙历险记·动画社会我阿福乌鸦坐飞机,http://121.51.52.16/txdirect.flv.huya.com/src/1423787836-1423787836-6115122192062611456-2847699128-10057-A-0-1.m3u8?wsiphost=ipdbme
止戈电影 豆瓣8.2一部黑暗到骨子里的悬疑片不是所,http://121.51.52.16/txdirect.flv.huya.com/src/1199522933703-1199522933703-5270174491396276224-2399045990862-10057-A-0-1.m3u8?wsiphost=ipdbme
HelloKitty 【猫和老鼠动画】汤姆和杰瑞的,http://121.51.52.16/txdirect.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8?wsiphost=ipdbme
DD-解说 新七龙珠动画武林大会,http://121.51.52.16/txdirect.flv.huya.com/src/1199588542242-1199588542242-5551961020739616768-2399177207940-10057-A-0-1.m3u8?wsiphost=ipdbme
大鱼爱路飞 动画7四战快看系列【21-24】,http://121.51.52.16/txdirect.flv.huya.com/src/1199590495159-1199590495159-5560348735386419200-2399181113774-10057-A-0-1.m3u8?wsiphost=ipdbme



🏀⛹️体育,#genre#
WWE+周二21点最新WWE+塞纳大布巅峰回放[重...,http://111.62.156.15/tx.flv.huya.com/src/1099531627799-1099531627799-85899444704247808-2199063379054-10057-A-0-1.flv?wsSecret=b795ac6b85c5853bf183ed1ceedd7bb5&wsTime=6283a6bd&u=0&seqid=16527086693872330&ctype=tars_mp&txyp=o%3Acs6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=102
WWE老李头+WWE+连续剧情中字幕,http://111.62.156.15/tx.flv.huya.com/src/2328693602-2328693602-10001662862994440192-4657510660-10057-A-0-1.flv?wsSecret=1cadb91cce68eab51800fe601bc8aa7b&wsTime=6283a6bf&u=0&seqid=16527086712487320&ctype=tars_mp&txyp=o%3Azzeic3lt1%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=102
拳迷豪哥+超震撼裸拳擂台对决+拳拳到肉+血沫横飞,http://111.62.156.15/tx.flv.huya.com/src/1099531627808-1099531627808-85899483358953472-2199063379072-10057-A-0-1.flv?wsSecret=90ef9283a8899d9e827f75c83423cfb5&wsTime=6283a6c9&u=0&seqid=16527086817654880&ctype=tars_mp&txyp=o%3Acs6%3B&fs=bgct&t=102
MASFIGHT世界大奖赛+MASFIGHT世界大...,http://111.62.156.15/tx.flv.huya.com/src/1099531739833-1099531739833-86380627070287872-2199063603122-10057-A-0-1.flv?wsSecret=e5abe49f1dffe5d3fb3ad1b80b6e621a&wsTime=6283a6cc&u=0&seqid=16527086849687740&ctype=tars_mp&txyp=o%3Anc2%3B&fs=bgct&t=102
德国足球甲级联赛+[20日附加赛]多特2_1柏林赫...,http://111.62.156.15/tx.flv.huya.com/src/1099531728511-1099531728511-86331999450562560-2199063580478-10057-A-0-1.flv?wsSecret=cdb3fb54372345efc80184b8048ae919&wsTime=6283aacb&u=0&seqid=16527097076248760&ctype=tars_mp&txyp=o%3Acs7%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=102
德国足球甲级联赛副舞台+[20日附加赛]狼堡2_2...,http://111.62.156.15/tx.flv.huya.com/src/1099531740188-1099531740188-86382151783677952-2199063603832-10057-A-0-1.flv?wsSecret=c2e38d03edc12de816bf019b91c0f2fc&wsTime=6283aad0&u=0&seqid=16527097125395310&ctype=tars_mp&txyp=o%3Afz6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&exsphd=264_500，，，264_2000，，，&t=102
多特蒙德专场+21/22德甲多特专场[重播],http://111.62.156.15/tx.flv.huya.com/src/1099531728771-1099531728771-86333116142059520-2199063580998-10057-A-0-1.flv?wsSecret=c96b5bb6f3db5101c193a97c2c5b0b31&wsTime=6283aad6&u=0&seqid=16527097181742808&ctype=tars_mp&fs=bgct&t=102
厄瓜多尔足球专场+厄瓜多尔足球专场,http://111.62.156.15/tx.flv.huya.com/src/1099531728831-1099531728831-86333373840097280-2199063581118-10057-A-0-1.flv?wsSecret=f397b4f1448c3d5edac1a801ab802b20&wsTime=6283aad7&u=0&seqid=16527097192983160&ctype=tars_mp&fs=bgct&t=102
2020要疯篮球+周锐/黄宇军！要疯篮球,http://111.62.156.15/tx.flv.huya.com/src/1099531739788-1099531739788-86380433796759552-2199063603032-10057-A-0-1.flv?wsSecret=945adea4aed805a2e15fbee45fbe5e94&wsTime=6283aba6&u=0&seqid=16527099264586470&ctype=tars_mp&txyp=o%3Anceic2%3B&fs=bgct&t=102
乔妹+一只球队一座城市，This+is+we+pl...,http://111.62.156.15/tx.flv.huya.com/src/1099531740250-1099531740250-86382418071650304-2199063603956-10057-A-0-1.flv?wsSecret=6b3af788af3112d95d5b3537178a1970&wsTime=6283abb8&u=0&seqid=16527099445166350&ctype=tars_mp&txyp=o%3Acs6%3B&fs=bgct&t=102
路人王南昌站+路人王南昌站,http://111.62.156.15/tx.flv.huya.com/src/1099531739953-1099531739953-86381142466363392-2199063603362-10057-A-0-1.flv?wsSecret=ab7bfe8a21271b69db030d2b7f023054&wsTime=6283abbb&u=0&seqid=16527099470370850&ctype=tars_mp&txyp=o%3Ad3%3B&fs=bgct&t=102
路人王10月国际邀请赛+路人王10月国际邀请赛,http://111.62.156.15/tx.flv.huya.com/src/1099531739898-1099531739898-86380906243162112-2199063603252-10057-A-0-1.flv?wsSecret=51b38869d19d96273eb2ec6c3c52d41d&wsTime=6283abbb&u=0&seqid=16527099477609190&ctype=tars_mp&txyp=o%3Ad2%3B&fs=bgct&t=102
街波王子+一支队伍一场球，一种坚持,http://111.62.156.15/tx.flv.huya.com/src/1099531739790-1099531739790-86380442386694144-2199063603036-10057-A-0-1.flv?wsSecret=1fe0c5ed726ee37965d642ec5e4e5924&wsTime=6283abbc&u=0&seqid=16527099482832690&ctype=tars_mp&txyp=o%3Acs6%3B&fs=bgct&t=102
虎牙斯克+[16点Qschool]2021_22...,http://111.62.156.15/tx.flv.huya.com/src/1099531627777-1099531627777-85899350214967296-2199063379010-10057-A-0-1.flv?wsSecret=181655f2c2ace5527647e6f47e66cf3f&wsTime=6283a886&u=0&seqid=16527091263035970&ctype=tars_mp&txyp=o%3Ad3%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=102
丁俊晖赛事专场+丁俊晖2022世锦赛全纪录+主任近...,http://111.62.156.15/tx.flv.huya.com/src/1447756352-1447756352-6218066184416264192-2895636160-10057-A-0-1.flv?wsSecret=9b8aed56aefb1abfb8ab2cddc8a3940f&wsTime=6283a887&u=0&seqid=16527091274093530&ctype=tars_mp&txyp=o%3Ad3%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&exsphd=264_500，，，&t=102
火箭赛事专场+火箭冲击世锦赛第7冠,http://111.62.156.15/tx.flv.huya.com/src/1099531627956-1099531627956-85900119014113280-2199063379368-10057-A-0-1.flv?wsSecret=02b63621e4dfbd0ff7edc49df2c9bcb9&wsTime=6283a888&u=0&seqid=16527091281057550&ctype=tars_mp&txyp=o%3Ac7%3B&fs=bgct&t=102
小特赛事专场+准就一个字+我特神不说两次,http://111.62.156.15/tx.flv.huya.com/src/1099531627782-1099531627782-85899371689803776-2199063379020-10057-A-0-1.flv?wsSecret=dfacab899de7ecabea58822e44faa366&wsTime=6283a888&u=0&seqid=16527091287092240&ctype=tars_mp&fs=bgct&t=102
斯克业余大师总决赛+丁俊晖，你为什么这么秀！,http://111.62.156.15/tx.flv.huya.com/src/1099531728533-1099531728533-86332093939843072-2199063580522-10057-A-0-1.flv?wsSecret=89b680c781fd31a16dd048ae37aa5acf&wsTime=6283a88e&u=0&seqid=16527091341595960&ctype=tars_mp&txyp=o%3Ad2%3B&fs=bgct&t=102
febian冷静+[初阶]15分钟腹臀激活+·+3...,http://111.62.156.15/tx.flv.huya.com/src/1099531627834-1099531627834-85899595028103168-2199063379124-10057-A-0-1.flv?wsSecret=6d10818391515dc95665cdd6d0403ebc&wsTime=6283ada3&u=0&seqid=16527104351288468&ctype=tars_mp&fs=bgct&t=102
大胖兔+[中阶]上腹燃脂+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627853-1099531627853-85899676632481792-2199063379162-10057-A-0-1.flv?wsSecret=bc0d1c443680f7673855b6fe687c0fd6&wsTime=6283ada6&u=0&seqid=16527104389699100&ctype=tars_mp&fs=bgct&t=102
后浪_大祭司+不一样的川藏线（七）,http://111.62.156.15/tx.flv.huya.com/src/1199566096018-1199566096018-5455555222740926464-2399132315492-10057-A-0-1.flv?wsSecret=1199975f345c540bc45f99282328509d&wsTime=6283ada7&u=0&seqid=16527104399554050&ctype=tars_mp&txyp=o%3Anceic2%3B&fs=bgct&t=102
一起学健身+拉伸肌肉，放松肌肉修线条,http://111.62.156.15/tx.flv.huya.com/src/1199526253101-1199526253101-5284431197248684032-2399052629658-10057-A-0-1.flv?wsSecret=162d4e2717204569393cdf3368a60c4a&wsTime=6283adae&u=0&seqid=16527104462913470&ctype=tars_mp&txyp=o%3Anc4%3B&fs=bgct&t=102
特立独行+[中阶]全身循环+35X6组,http://111.62.156.15/tx.flv.huya.com/src/1099531627852-1099531627852-85899672337514496-2199063379160-10057-A-0-1.flv?wsSecret=b6fe54ed1ba2f8f410002a1e838ef2a7&wsTime=6283adaf&u=0&seqid=16527104477609020&ctype=tars_mp&txyp=o%3Ad3%3B&fs=bgct&t=102
纯散人+[初阶]零基础力量强化+·+30X4组,http://111.62.156.15/tx.flv.huya.com/src/1099531627836-1099531627836-85899603618037760-2199063379128-10057-A-0-1.flv?wsSecret=9f957bdfbddff710c3dbc2e8caaa2741&wsTime=6283adb3&u=0&seqid=16527104511150910&ctype=tars_mp&fs=bgct&t=102
南城以北+[初阶]5分钟零基础热身训练+30X4组,http://111.62.156.15/tx.flv.huya.com/src/1099531627833-1099531627833-85899590733135872-2199063379122-10057-A-0-1.flv?wsSecret=05b0b80fdf88d0418fed45ea25fc2a5c&wsTime=6283adb4&u=0&seqid=16527104521370630&ctype=tars_mp&fs=bgct&t=102
